Source_folder,Source_file,Date,script,Segment,close_price,Data_Interval,Strategy,ALERT,screener,screener_side,user_actions,Target,Stoploss,Resistance,Support,Pivot_upper,Pivot_lower,Backtest_accuracy,Total_Instances,winrate_wrt_Nifty_position,False_Positive_Rate_(<1%),Signal_type,Max_Gain_Potential,Price_closeto,Signal_type,Parent_script
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 9:30,REMSONSIND,Equity,141.7200012,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,RETAIL,Equity,29.73999977,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,High-confidence Buy. Backtest accuracy is excellent. Review target and resistance levels before entering the trade.,30.39166641,29.73999977,32.54923368,30.67743309,,,0.952380952,97,0.984962406,0.019230769,Buy,0.094459782,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,RISHABH,Equity,375,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,388.1577828,370.25,,,,,1,9,,,Buy,0.035087421,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 10:00,RITCO,Equity,278.8999939,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,RKFORGE,Equity,551.75,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,565.6791789,531.0499878,,,,,0.989279113,2705,,,Buy,0.025245453,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,RKSWAMY,Equity,130.3699951,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,132.5798753,130,131.8164152,121.9302533,,,0.64,69,0.963855422,0.04,Buy,0.016950835,Resistance,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,ROSSTECH,Equity,651,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,668.2519924,651,696.4579209,621.2421116,,,0.733333333,65,0.964705882,0.041666667,Buy,0.069827836,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,RPTECH,Equity,330.4500122,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,333.8499959,330.4500122,340.3630913,327.3369006,,,0.740740741,79,0.946236559,0.059701493,Buy,0.029998725,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,SABTNL,Equity,934.4000244,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,948.4160248,934.4000244,798.5696545,766.8636545,,,0.785714286,85,0.942307692,0.042553191,Buy,0.015,Resistance,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,SAGILITY,Equity,50.40000153,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,51.91144106,50.40000153,53.56385136,50.25903076,,,0.625,66,0.923076923,0.038961039,Buy,0.062774796,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,SAILIFE,Equity,872.5,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,894.0999959,872.5,921.1646866,867.0353053,,,0.785714286,55,0.955223881,0.042857143,Buy,0.055776145,Support,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 9:15,SALASAR,Equity,10.27999973,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 11:15,SALZERELEC,Equity,711.9000244,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,SANSTAR,Equity,89,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,90.63166809,89,95.72500315,89.99500315,,,0.65,73,0.887755102,0.06,Buy,0.075561833,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,SCILAL,Equity,49.29000092,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,50.46748638,49.29000092,50.46748638,47.78584766,,,0.625,67,0.931818182,0.049586777,Buy,0.023888932,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,SGLTL,Equity,167.3899994,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,173.6833344,167.3899994,181.1285164,166.2381523,,,0.692307692,49,0.954545455,0.03030303,Buy,0.082074898,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,SHAILY,Equity,2610.199951,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,"Buy for short-term (1 to 3 weeks). If you get ~1 to 2% profit the next day, consider booking gains early.",2632.599077,2503.800049,,,,,0.953667954,518,,,Buy,0.008581383,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,SSDL,Equity,83.13999939,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,84.01249822,83.13999939,84.85020463,82.96312952,,,0.421052632,55,0.917808219,0.043010753,Buy,0.020570186,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,STALLION,Equity,222.4499969,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,240.0333354,222.4499969,258.9232342,221.1434365,,,0.615384615,41,0.882352941,0.048387097,Buy,0.16396151,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,SUPREME,Equity,87,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,88.68166669,87,90.6061379,85.43386047,,,0.583333333,56,0.909090909,0.084745763,Buy,0.041449861,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 9:15,SUPRIYA,Equity,782,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,SYNCOMF,Equity,16.76000023,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,17.07666651,16.76000023,,,,,0.989279113,2705,,,Buy,0.018894169,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 9:15,SYNCOMF,Equity,16.89999962,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 9:15,TAKE,Equity,27.45999908,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 9:30,TEXMOPIPES,Equity,56,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,THEJO,Equity,1683.699951,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,1707.417801,1683.699951,,,,,0.988783434,2318,,,Buy,0.014086744,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 10:00,TVSELECT,Equity,625.5499878,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 9:15,UNIDT,Equity,209,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 10:00,VAKRANGEE,Equity,8.520000458,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,VENTIVE,Equity,749.0499878,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,753.3273337,733,740.7469047,711.7530953,,,0.769230769,45,0.904761905,0.03030303,Buy,0.005710361,Resistance,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,VHLTD,Equity,125.4000015,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,126.5287605,125.4000015,128.8150315,122.7183089,,,0.857142857,100,0.939849624,0.056737589,Buy,0.027233094,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,VSTL,Equity,137.5299988,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,141.776666,137.5299988,146.5911314,140.5555361,,,0.576923077,71,0.925531915,0.06870229,Buy,0.065884772,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,WCIL,Equity,122.5400009,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,125.6925004,122.5400009,134.8178329,127.3688329,,,0.647058824,61,0.901234568,0.060240964,Buy,0.100194483,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:09,^NSEBANK,Equity,57922.60156,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",57954.9549,57859.72408,57934.62,57868.48,57954.9549,57859.72408,,,,,Buy,0.000558562,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:23,^NSEBANK,Equity,58047.60156,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",58151.33168,57753.07,58103.82,57753.07,58151.33168,57954.9549,,,,,Sell,0.005073966,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:21,^NSEI,Equity,25535.90039,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,25634.9,25493.57,25634.9,25493.57,25558.92147,25522.79774,,,,,Sell,0.001657682,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:49,^NSEI,Equity,25594.5,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,25629.65749,25590.47,25605.8,25590.47,25629.65749,25593.54244,,,,,Buy,0.001373635,in-between,,
